s	SAMD00115015	SAMD00115025	SAMD00115027	SAMD00114971	SAMD00114968	SAMD00114970	SAMD00115016	SAMD00115017	SAMD00115019	SAMD00115023	SAMD00114973	SAMD00115018	SAMD00115022	SAMD00114997	SAMD00115032	SAMD00114998	SAMD00114995	SAMD00114996	SAMD00115033	SAMD00114736	SAMD00114745	SAMD00114747	SAMD00114832	SAMD00114741	SAMD00114833	SAMD00114757	SAMD00114834	SAMD00114815	SAMD00114974	SAMD00114979	SAMD00114769	SAMD00114770	SAMD00114771	SAMD00114975	SAMD00114773	SAMD00114718	SAMD00114976	SAMD00114977	SAMD00114719	SAMD00114720	SAMD00114721	SAMD00114984	SAMD00114800	SAMD00114982	SAMD00114795	SAMD00114986	SAMD00114796	SAMD00114987	SAMD00114798	SAMD00114989	SAMD00114990	SAMD00114991	SAMD00114992	SAMD00114780	SAMD00114781	SAMD00114994	SAMD00114778	SAMD00114779	SAMD00114730	SAMD00115001	SAMD00114734	SAMD00115002	SAMD00115003	SAMD00115004	SAMD00114789	SAMD00114791	SAMD00114792	SAMD00114783	SAMD00114784	SAMD00115008	SAMD00114785	SAMD00115009	SAMD00115005	SAMD00115012	SAMD00114819	SAMD00114807	SAMD00114809	SAMD00114812	SAMD00114829	SAMD00114830	SAMD00114862	SAMD00114858	SAMD00114824	SAMD00114818	SAMD00114842	SAMD00114843	SAMD00114845	SAMD00114850	SAMD00114865	SAMD00114867	SAMD00114869	SAMD00114854	SAMD00114859	SAMD00114837	SAMD00114838	SAMD00114860	SAMD00114926	SAMD00114888	SAMD00114889	SAMD00114872	SAMD00114873	SAMD00114938	SAMD00114929	SAMD00114874	SAMD00114932	SAMD00114940	SAMD00114895	SAMD00114876	SAMD00114942	SAMD00114898	SAMD00114908	SAMD00114918	SAMD00114950	SAMD00114913	SAMD00114953	SAMD00114945	SAMD00114880	SAMD00114959	SAMD00114899	SAMD00114881	SAMD00114882	SAMD00114900	SAMD00114901	SAMD00114963	SAMD00114885	SAMD00114906	SAMD00114967	SAMD00136653	SAMD00164727	SAMD00164729	SAMD00164748	SAMD00154991	SAMD00164756	SAMD00164758	SAMD00154992	SAMD00136648	SAMD00164773	SAMD00164774	SAMD00164803	SAMD00164805	SAMD00164806	SAMD00164809	SAMD00164814	SAMD00164819	SAMD00164823	SAMD00164824	SAMD00164825	SAMD00164827	SAMD00164828	SAMD00164833	SAMD00164835	SAMD00164837	SAMD00164840	SAMD00164848	SAMD00164849	SAMD00164853	SAMD00164855	SAMD00164856	SAMD00164862	SAMD00164865	SAMD00164870	SAMD00164873	SAMD00164877	SAMD00164878	SAMD00164879	SAMD00164881	SAMD00164882	SAMD00164886	SAMD00164888	SAMD00164890	SAMD00164891	SAMD00164895	SAMD00164896	SAMD00164897	SAMD00164898	SAMD00164899	SAMD00164901	SAMD00164902	SAMD00164904	SAMD00164908	SAMD00164909	SAMD00164911	SAMD00164914	SAMD00164915	SAMD00164916	SAMD00164917	SAMD00164918	SAMD00164920	SAMD00164923	SAMD00164926	SAMD00164927	SAMD00164929	SAMD00164930	SAMD00164931	SAMD00164933	SAMD00164934	SAMD00164935	SAMD00164936	SAMD00164938	SAMD00164939	SAMD00164941	SAMD00164947	SAMD00164949	SAMD00164950	SAMD00164951	SAMD00164952	SAMD00164953	SAMD00164954	SAMD00164955	SAMD00164956	SAMD00164957	SAMD00164958	SAMD00164960	SAMD00164961	SAMD00164962	SAMD00164963	SAMD00164964	SAMD00164965	SAMD00164966	SAMD00164967	SAMD00164969	SAMD00164972	SAMD00164973	SAMD00164983	SAMD00164986	SAMD00164996	SAMD00164999	SAMD00165001	SAMD00165004	SAMD00165008	SAMD00165010	SAMD00165015	SAMD00165020	SAMD00165021	SAMD00165022	SAMD00165023	SAMD00165024	SAMD00165025	SAMD00165026	SAMD00165027	SAMD00165028	SAMD00165029	SAMD00165030	SAMD00165031	SAMD00165032	SAMD00165033
s__Parabacteroides_sp_CAG_409	0	0	0	0	0	0	0	0	0	0	0	0.084155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.095371	0	0	0	0	0	5.627079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053115	0	0	0	0	0	0	0	0.002011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.896218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.094071	0.297178	0	0	0	0	0	0	0	0	0	0	0	0.011590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.566808	0	0	0	0	0	0	0	0.309640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.639767	0	0	0
s__Paraprevotella_clara	0	0	0	0	0	0	0	0	0	0	0.013113	0	0	0	0	0.013082	1.036305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005610	0	0.186615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.804960	0	0	0	0	0	0	0	0	0	0	0	0	0.176946	0	0.001020	0	0.004710	0	0	0	0	0	4.129847	0	0	0	0	0	0.384540	0	0.022214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000951	0	0	0	0	0.129270	0	0	0.008091	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125849	0	0	0	0	0	0	0	0	0	0	0	0.585783	0	0	0.525120	0	0.036430	0	0	0	0	0	0	0	0	0	0.142140	0.237104	0	0	0	0	1.823620	0.010484	0	0	0.251263	0	0	0	0	0	0	0	0	0	0	0	0.312575	0.753580	0	0	0.231866	0	0.063394	0	0	0.010871	0.006813	0	0	0	0	0	0	0	0	0	0	0.237034	0.079686	0	0	0.032721	0	0	0	0	0.013100	0	0	0	0	0.006380	0	0	0	0	0	0	0	0.026470	0.080600	0	0.074700	0	0	0.025562	0	0	0	0	0	0	0	0.024222	0	0	0	0
s__Paraprevotella_xylaniphila	0	0.158470	0	0.292092	0	0	0	0	0	0	0.163766	0	0	0	0	0.291566	0.245568	0	0	0	0	0	0	0	0	2.904787	0	0	0	0	0.053225	0.173418	0	0	0.941167	0	0	0	0	0	0.169817	0	0	0.958963	0	0	0	0.203776	0	0.250544	0	0	0	0	0	0	0.011126	0	0	0	0	0	0	1.620200	0	0	1.399821	0	0	2.855067	0	0.248101	0	0	0	0	0	0	0	0.378681	0	0.031641	0	0.134048	0	0	0	0	0	0.917568	0	0	0	0	0	0.071880	0	0.180819	1.725963	0	0.943250	0	0	0	0	0	0	0	0	0.844518	0	0	0	0.039591	0	0	0	0	1.173450	0	0	0.126018	0	0	0	0	2.589452	0	0	0	0	0	0	0	0	0.306236	0	0	0	0	0	0	1.437551	0	0.460020	0	0	0.801956	0	0	1.017430	0	2.668310	0.811540	2.781417	0	0.691296	0	0	0	0	0	0.758010	0.411898	0	0	0.685076	0	0.332830	0.026450	0	0	0.377285	0	0.303078	0	0	0	0	0	0	0	0	0	0.417934	1.162160	0	1.151840	0.324438	0	0.102386	0.649035	0	0.207305	0.012626	0	0	0	0.981280	0	0	0	0	0	0	0.034812	0.830454	0	0.107780	1.704256	0	0	0	0.291170	0.168265	0	0	0	0	0.107462	0	0	0	0	0	0	1.898510	0.522160	0.388501	0	1.465150	0	0	0.062574	1.372458	0	0	0	0	0	0	0.755539	0	0	0	0
s__Parascardovia_denticolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Parasutterella_excrementihominis	0.003122	0.195653	0	0.008360	0	0	0	0	0.613665	0	0	0.011733	0	0	0	0	0	0	0	0.128080	0	0	0	0	0	0.194942	0	0	0.862740	2.787348	0	0.020892	0.009400	1.918925	0.022691	0	0.005761	0	0.000950	0	0.004742	4.213946	0	0	0	0	0.091493	0.209737	0	0.012606	0.007690	0	0	0	0	0.001720	0	0.087700	3.523282	0.260998	0	0	0.141741	0	0	0.411340	0.337260	0.176788	0	0	1.524650	0	0	0	0	0.043022	0.009270	0.054835	0	0	0	0.667148	0	0	0	0.028480	0	0.125220	0	0	0	0	0.055502	0	0	0	0.005221	0.013502	0.011431	0	0	0.072528	0.026980	0.377271	1.481800	0	0	0	0	0	0	0	1.312124	0	0	0	0.811321	0	0	0	1.599021	0	0	0.243121	0	0	0.005920	0	0	0	0	0.122230	0.083549	0	0	0	0	0	0.992986	0	0	0	0	0	0.111680	0	1.776726	0.001415	0	0.079022	0	0.052083	0	0.021811	0.001530	0	0.116233	0	1.963475	0	0	2.684589	0	0	0.240624	0	0.014062	0	0.085710	0	0	0.194251	0.010030	0.003621	0.200735	3.381927	0	0.012370	0.023076	0.225410	0	0	0.038890	0.044269	0	1.659730	0.418090	0.079330	0	0	0	0.004710	0.708703	0.064375	0	0.980640	0.686940	0	0.168370	0.041711	0.005100	0	0	0.015428	0.600875	0.026242	0	0	0.003901	0	0	0	0	0	0	0	0.029700	0	0	0	0.008900	0.901040	0	0.054873	1.066280	0	0	0.619700	0.033040	0	1.032940	0	0	0.014991	0.417569	0.100383	0	0.001090	1.090350	1.505940	0	0.005570	0.004463	0	0.469681	0
s__Parvimonas_micra	0	0.005400	0.000260	0	0.000660	0	0	0	0	0	0	0	0.005660	0.001530	0.009870	0.003151	0	0	0	0	0.109972	0	0	0	0	0	0	0	0.085290	0	0	0	0.014181	0	0	0	0	0	0	0.002681	0	0	0	0	0.000760	0	0.002040	0	0	0.004732	0	0	0	0	0	0	0	0	0	0	0	0.007400	0	0	0	0	0	0.004931	0.181330	0	0.000900	0	0	0	0.219806	0	0	0	0	0	0	0	0	0	0.003980	0	0.006034	0	0	0	0	0.015300	0	0	0.003745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064223	0	0.001874	0	0	0	0	0	0	0	0	0	0	0	0.002240	0	0	0	0.007621	0.132655	0	0	0	0.004440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076300	0.009013	0	0	0	0	0	0.011851	0	0	0	0	0.008130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003140	0	0	0.003130	0	0	0	0	0	0	0	0	0	0.011921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Pediococcus_acidilactici	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Peptococcus_niger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.093181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Peptoniphilus_coxii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Peptoniphilus_harei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Peptoniphilus_lacrimalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002750	0	0.001480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Peptoniphilus_sp_HMSC062D09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Peptostreptococcus_anaerobius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Peptostreptococcus_stomatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000440	0	0	0	0	0	0	0	0	0	0	0	0	0.003240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159380	0	0	0	0	0	0.034528	0	0	0	0	0	0	0.007660	0	0	0	0	0.006305	0	0	0	0	0.018290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030272	0	0.005723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017106	0	0	0	0	0	0	0	0	0	0	0.019977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021180	0	0	0	0	0	0
s__Phascolarctobacterium_faecium	1.069242	0.630280	0.193518	0	0.048824	0	0	0	0	0.065268	0	0	0	0	0.689300	0.097179	0	0	0.000273	0	0	0.437000	0	0.235058	0.061750	0	0	0	0.201950	0	0	0	0.013971	0	0	1.781213	0	0	0	0	0	0.100620	0	0.743453	0.377441	0	0.683325	0	0	0	0	0.424722	0	0	0	0	0	0	1.022118	0	0	0	0	0	0.166644	1.272750	1.795011	0	0	0.251358	0.542950	0	0	0	0.294661	0.098905	0	0	0.566510	0.089223	0.404753	0.010090	0	0	0	0.015270	0.016771	0	0	0	0.281005	0	0	0	0	0.006540	0.005931	0	0	0.002730	0	0	0.286210	0.163091	0	0	0	0	0	0.212809	0	1.559510	0	0	0	0	1.027116	0	0.688400	0.041860	0	0	0	0.137186	0.719720	0.300960	0.010840	0	0	0	0	0.248111	0.257809	0.194382	0.638879	0	0	0	0.274522	0.456340	0.036080	0	0.309044	0	0.278790	0.470272	0.355099	0	0	0.674769	0.007090	0	0.051830	0	0.990189	1.373330	2.275137	0.157164	0	0	1.284853	0	0.003070	0.047231	0	0	0	0	0	0	0	0.046003	0	0	0	0	0	0.697576	0.122780	0	1.371651	0	0.047960	0.297252	0	0.953080	0	0	0.137154	0.004070	0	0	0.005210	0.066125	0	0	0	0	1.075470	0	0	0	1.073120	0	0	0.013421	0	0	1.030075	1.046864	0	0	1.230790	0	0	0	0	0	0	0	0	0.710500	0.186080	0.002851	0	0	0.124750	0	0	0	0.292750	0	0	0	0	0	0.353349	0.775428	0.048700	1.327600	0	2.228093	0	2.468900	0	0
s__Phascolarctobacterium_sp_CAG_266	0	0	0	0	1.036283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.600592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.685552	0	0	0	0	0	0	0	0	0	0	0	0.038830	0	0	0.720248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.412051	0	0	0	0	0	0	0	0	0	0	0	0	1.656585	0	0	0	0	0	0	0	0.375804	0	0	0	0	0	0.695293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.699550	0	0	0	0	0	0	0	0	0.029291	0	0	0	2.150870	0	0	0	0	0	0	0	0.936882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033390	0	0	0	0.090956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.686190	0	0	0	0	0.294790	0	0	0	0	0	0	0.655180	0	0	0	0	0	0	0
s__Phascolarctobacterium_succinatutens	0	0	0	1.974034	0	2.779251	0	1.854789	3.749970	0	0	4.646672	0	0	0	0	1.999117	2.583120	0.480205	0	1.230128	0	0.776852	0	0	1.876904	0	0	0	0	0.027333	2.572079	0	2.645082	1.436052	0	3.759452	0	1.484397	0.906665	4.031597	0	5.386816	0	0	2.394850	0	2.180233	0	1.059591	0	0	0	1.603510	0	1.850471	2.513040	0.720740	0	0	0.937620	0	0.865677	0	0	0	0	0	0	0	0	1.750651	0	1.799734	0	0	1.494968	2.924754	0	0.940980	0	0.257087	0	0	0	0	0	0	0	0	0	0	3.279718	0	0	0	0	4.731743	0	1.498422	3.331321	2.095603	0	0	1.900080	0.402162	0	0	0	0	4.878937	0	0	2.960051	0	3.761143	0	0	0	0	2.081211	3.564415	0	0	0	0	0	0	0	1.862662	0	0	0	0	0	0	3.937012	0.244701	0	0	0	0	0	0	0	0	0	4.072633	0	0	0	2.734889	0	2.035645	0	0	0	0	3.990731	2.307402	0	0	1.300040	0	0	0	1.838307	0	0.693440	0.408378	0	0	1.101875	3.046414	0	0	2.258691	0	0	0	0	0	0	0	0	0	0	0	0	0	2.632784	0	0	0	2.658924	0	0	4.151557	0	0	0.201902	0	0	0.386488	0	0	1.959989	0	0	0	0	0	0	0.623839	1.612678	0	0	0	10.290459	0.038791	1.757409	0	0	1.172246	1.698590	0	0	1.402430	1.689294	1.700310	0	0	0	4.673157	2.615554	0	0	0	0	0	0	0	1.427190	0	3.413594	0
s__Phytobacter_ursingii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034221	0	0.003130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Porphyromonas_asaccharolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Porphyromonas_endodontalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.480595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
